x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ;b; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;-;-;-;-;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;p; ; ; ;i; ; ; ;c; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ;S; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ;C; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;O; ; ; ; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ; ; ; ;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x; ; ; ; ;x;
x; ; ; ; ;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x; ; ; ; ;x;
x; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;P; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ;x;
x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;
x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;
x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
